,epoch,train_loss,val_loss
0,0,502.0163864567876,62.6787080373615
1,1,220.5255910679698,44.6307675819844
2,2,176.7256236737594,41.679658128879964
3,3,155.91277081426233,37.22206085175276
4,4,141.78433560021222,34.79133469937369
5,5,133.81217347783968,33.4532809429802
6,6,126.80151232611388,35.312966268043965
7,7,120.78943261224777,29.476926610339433
8,8,117.66606446215883,27.88169788988307
9,9,112.43585505662486,26.68827992118895
10,10,109.62489672051743,28.649370624683797
11,11,106.43766384897754,26.487239087931812
12,12,105.65188476676121,27.051296267658472
13,13,102.14431275473908,25.091989205684513
14,14,99.72966180928051,23.877846356015652
15,15,97.75805208086967,25.705526446923614
16,16,95.94436021894217,23.406768162734807
